categories,description,height,length,name,price,sku,stock,tags,weight,width
"pokemon,spirit",Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,1,1,Yamask,171.0,4675,168,"mummy,spirit,yamask",3.3,1
"avianoid,pokemon","The guardians of an ancient city, they always fly the same route while keeping watch for invaders.",4,4,Sigilyph,68.0,3922,181,"avianoid,magic guard,sigilyph",30.9,4
"hoodlum,pokemon",It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.,3,3,Scrafty,137.0,2230,152,"hoodlum,scrafty,shed skin",66.1,3
"pokemon,shedding","Proud of its sturdy skull, it suddenly headbutts everything, but its weight makes it unstable, too.",2,2,Scraggy,112.0,6618,95,"scraggy,shed skin,shedding",26.0,2
"pokemon,stone home","Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",4,4,Crustle,105.0,5980,293,"crustle,stone home,sturdy",440.9,4
"pokemon,rock inn","When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.",1,1,Dwebble,75.0,2996,47,"dwebble,rock inn,sturdy",32.0,1
"cactus,pokemon","Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.",3,3,Maractus,31.0,8956,120,"cactus,chlorophyll,maractus",61.7,3
"pokemon,zen charm","When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit.",2,2,Darumaka,106.0,2580,96,"darumaka,hustle,zen charm",82.7,2
"intimidation,pokemon","They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",4,4,Krookodile,185.0,2595,188,"intimidate,intimidation,krookodile",212.3,4
"desert croc,pokemon","The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness.",3,3,Krokorok,135.0,3317,168,"desert croc,intimidate,krokorok",73.6,3
"desert croc,pokemon",They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,2,2,Sandile,136.0,8011,235,"desert croc,intimidate,sandile",33.5,2
"fresh snow,pokemon",This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.,1,1,Vanillite,108.0,1774,284,"fresh snow,ice body,vanillite",12.6,1
"pokemon,white bird",Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,4,4,Swanna,36.0,5069,238,"keen eye,swanna,white bird",53.4,4
"pokemon,water bird","They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.",1,1,Ducklett,159.0,4228,275,"ducklett,keen eye,water bird",12.1,1
"multiplying,pokemon","When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",3,3,Reuniclus,168.0,1792,193,"magic guard,multiplying,reuniclus",44.3,3
"mitosis,pokemon","When their two divided brains think the same thoughts, their psychic power is maximized.",2,2,Duosion,71.0,2453,183,"duosion,magic guard,mitosis",17.6,2
"cell,pokemon",They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,1,1,Solosis,134.0,7460,226,"cell,magic guard,solosis",2.2,1
"astral body,pokemon",They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans.,4,4,Gothitelle,164.0,1473,52,"astral body,frisk,gothitelle",97.0,4
"manipulate,pokemon","According to many old tales, it creates friends for itself by controlling sleeping children on starry nights.",2,2,Gothorita,189.0,5260,148,"frisk,gothorita,manipulate",39.7,2
"fixation,pokemon","They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see.",1,1,Gothita,68.0,7024,185,"fixation,frisk,gothita",12.8,1
"pokemon,scarf","Cinccino’s body is coated in a special oil that helps it deflect attacks, such as punches.",1,1,Cinccino,154.0,3396,159,"cinccino,cute charm,scarf",16.5,1
"chinchilla,pokemon","These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms.",1,1,Minccino,79.0,9722,213,"chinchilla,cute charm,minccino",12.8,1
"pokemon,tricky fox","To protect themselves from danger, they hide their true identities by transforming into people and Pokémon.",2,2,Zorua,81.0,6103,245,"illusion,tricky fox,zorua",27.6,2
"pokemon,trash heap",Consuming garbage makes new kinds of poison gases and liquids inside their bodies.,6,6,Garbodor,178.0,6031,73,"garbodor,stench,trash heap",236.6,6
"pokemon,trash bag",Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,2,2,Trubbish,169.0,3015,229,"stench,trash bag,trubbish",68.3,2
"first bird,pokemon",It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.,4,4,Archeops,126.0,1822,181,"archeops,defeatist,first bird",70.5,4
"first bird,pokemon","Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",1,1,Archen,140.0,4705,267,"archen,defeatist,first bird",20.9,1
"pokemon,snowstorm","Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards.",4,4,Vanilluxe,89.0,2362,30,"ice body,snowstorm,vanilluxe",126.8,4
"gear,pokemon","A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die.",2,2,Klang,162.0,9991,114,"gear,klang,plus",112.4,2
"gear,pokemon",The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,1,1,Klink,75.0,5294,84,"gear,klink,plus",46.3,1
"pokemon,thorn pod","They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.",3,3,Ferrothorn,182.0,5533,74,"ferrothorn,iron barbs,thorn pod",242.5,3
"pokemon,thorn seed",It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,2,2,Ferroseed,81.0,5368,149,"ferroseed,iron barbs,thorn seed",41.4,2
"elespider,pokemon","When attacked, they create an electric barrier by spitting out many electrically charged threads.",2,2,Galvantula,57.0,4595,61,"compound eyes,elespider,galvantula",31.5,2
"attaching,pokemon","They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.",,,Joltik,59.0,4385,137,"attaching,compound eyes,joltik",1.3,
"caring,pokemon",It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.,3,3,Alomomola,35.0,8864,296,"alomomola,caring,hydration",69.7,3
"floating,pokemon","The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",7,7,Jellicent,114.0,2412,216,"floating,jellicent,water absorb",297.6,7
"floating,pokemon","If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return.",3,3,Frillish,63.0,5310,32,"floating,frillish,water absorb",72.8,3
"mushroom,pokemon","It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.",,,Foongus,129.0,7154,225,"effect spore,foongus,mushroom",2.2,
"cavalry,pokemon",These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,3,3,Escavalier,189.0,1906,281,"cavalry,escavalier,swarm",72.8,3
"clamping,pokemon",For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,1,1,Karrablast,41.0,9391,296,"clamping,karrablast,shed skin",13.0,1
"pokemon,season","They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.",6,6,Sawsbuck,76.0,6782,299,"chlorophyll,sawsbuck,season",203.9,6
"pokemon,season",The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.,2,2,Deerling,141.0,5837,159,"chlorophyll,deerling,season",43.0,2
"icy snow,pokemon","Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",3,3,Vanillish,93.0,5776,218,"ice body,icy snow,vanillish",90.4,3
"pokemon,snail",It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,1,1,Shelmet,190.0,8708,131,"hydration,shelmet,snail",17.0,1
"pokemon,shell out","When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",2,2,Accelgor,129.0,7958,124,"accelgor,hydration,shell out",55.8,2
"crystallizing,pokemon","They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.",3,3,Cryogonal,72.0,5993,203,"cryogonal,crystallizing,levitate",326.3,3
"freezing,pokemon",It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,8,8,Beartic,28.0,1322,272,"beartic,freezing,snow cloak",573.2,8
"chill,pokemon","Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.",1,1,Cubchoo,62.0,3643,45,"chill,cubchoo,snow cloak",18.7,1
"axe jaw,pokemon",Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,5,5,Haxorus,135.0,3951,239,"axe jaw,haxorus,rivalry",232.6,5
"axe jaw,pokemon","A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.",3,3,Fraxure,64.0,8993,234,"axe jaw,fraxure,rivalry",79.4,3
"pokemon,tusk","They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.",2,2,Axew,123.0,9236,142,"axew,rivalry,tusk",39.7,2
"lamp,pokemon",It arrives near the moment of death and steals spirit from the body.,2,2,Lampent,157.0,6418,48,"flash fire,lamp,lampent",28.7,2
"candle,pokemon","Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",1,1,Litwick,37.0,7933,76,"candle,flash fire,litwick",6.8,1
"cerebral,pokemon",It uses psychic power to control an opponent’s brain and tamper with its memories.,3,3,Beheeyem,34.0,7367,68,"beheeyem,cerebral,synchronize",76.1,3
"cerebral,pokemon",Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.,1,1,Elgyem,107.0,3449,111,"cerebral,elgyem,synchronize",19.8,1
"elefish,pokemon",They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,6,6,Eelektross,123.0,2066,111,"eelektross,elefish,levitate",177.5,6
"elefish,pokemon","These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.",3,3,Eelektrik,198.0,5128,150,"eelektrik,elefish,levitate",48.5,3
"elefish,pokemon","One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.",,,Tynamo,82.0,7438,46,"elefish,levitate,tynamo",0.7,
"gear,pokemon",Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,2,2,Klinklang,178.0,9489,87,"gear,klinklang,plus",178.6,2
"martial arts,pokemon","In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",2,2,Mienfoo,197.0,2424,82,"inner focus,martial arts,mienfoo",44.1,2
"irate,pokemon","Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves.",2,2,Deino,63.0,8088,40,"deino,hustle,irate",38.1,2
"iron ant,pokemon","They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",1,1,Durant,28.0,2490,272,"durant,iron ant,swarm",72.8,1
"anteater,pokemon","It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.",4,4,Heatmor,81.0,5965,299,"anteater,flash fire,heatmor",127.9,4
"bone vulture,pokemon","Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.",3,3,Mandibuzz,89.0,7635,296,"big pecks,bone vulture,mandibuzz",87.1,3
"diapered,pokemon",Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,1,1,Vullaby,61.0,8446,16,"big pecks,diapered,vullaby",19.8,1
"pokemon,valiant",They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,4,4,Braviary,83.0,1770,262,"braviary,keen eye,valiant",90.4,4
"eaglet,pokemon","They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger.",1,1,Rufflet,60.0,8587,194,"eaglet,keen eye,rufflet",23.1,1
"bash buffalo,pokemon","Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",5,5,Bouffalant,59.0,5666,201,"bash buffalo,bouffalant,reckless",208.6,5
"pokemon,sword blade",Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,5,5,Bisharp,129.0,8828,255,"bisharp,inner focus,sword blade",154.3,5
"pokemon,sharp blade","Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.",1,1,Pawniard,37.0,3172,58,"inner focus,pawniard,sharp blade",22.5,1
"automaton,pokemon",It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,9,9,Golurk,74.0,5196,133,"automaton,golurk,iron fist",727.5,9
"automaton,pokemon",Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.,3,3,Golett,89.0,8500,274,"automaton,golett,iron fist",202.8,3
"cave,pokemon","It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",5,5,Druddigon,110.0,4185,266,"cave,druddigon,rough skin",306.4,5
"martial arts,pokemon","Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.",4,4,Mienshao,50.0,8121,253,"inner focus,martial arts,mienshao",78.3,4
"pokemon,trap","It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.",2,2,Stunfisk,67.0,2448,288,"static,stunfisk,trap",24.3,2
"bubble frog,pokemon","It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.",1,1,Froakie,38.0,8475,143,"bubble frog,froakie,torrent",15.4,1
"fox,pokemon","Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.",4,4,Delphox,170.0,3188,146,"blaze,delphox,fox",86.0,4
"fox,pokemon","When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",3,3,Braixen,59.0,6617,71,"blaze,braixen,fox",32.0,3
"fox,pokemon","As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.",1,1,Fennekin,123.0,1069,183,"blaze,fennekin,fox",20.7,1
"pokemon,spiny armor","When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",5,5,Chesnaught,96.0,5360,145,"chesnaught,overgrow,spiny armor",198.4,5
"pokemon,spiny armor",They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,2,2,Quilladin,161.0,7500,61,"overgrow,quilladin,spiny armor",63.9,2
"pokemon,spiny nut",Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,1,1,Chespin,185.0,2048,267,"chespin,overgrow,spiny nut",19.8,1
"paleozoic,pokemon",This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,4,4,Genesect,173.0,4041,30,"download,genesect,paleozoic",181.9,4
"deep black,pokemon","Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",9,9,Zekrom,135.0,8154,253,"deep black,teravolt,zekrom",760.6,9
"pokemon,vast white","When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.",10,10,Reshiram,147.0,6531,235,"reshiram,turboblaze,vast white",727.5,10
"grassland,pokemon",Legends say this Pokémon confounded opponents with its swift movements.,6,6,Virizion,156.0,7907,161,"grassland,justified,virizion",440.9,6
"cavern,pokemon","Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.",6,6,Terrakion,87.0,1701,136,"cavern,justified,terrakion",573.2,6
"iron will,pokemon",It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,6,6,Cobalion,111.0,5798,94,"cobalion,iron will,justified",551.2,6
"pokemon,sun","When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",5,5,Volcarona,94.0,6817,57,"flame body,sun,volcarona",101.4,5
"hostile,pokemon","After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",4,4,Zweilous,199.0,6661,69,"hostile,hustle,zweilous",110.2,4
"brutal,pokemon","It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",5,5,Hydreigon,86.0,9310,299,"brutal,hydreigon,levitate",352.7,5
"pokemon,scale",The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,3,3,Vivillon,177.0,9125,208,"scale,shield dust,vivillon",37.5,3
"mount,pokemon",They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,5,5,Gogoat,97.0,6039,104,"gogoat,mount,sap sipper",200.6,5
"mount,pokemon","If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.",2,2,Skiddo,129.0,5049,271,"mount,sap sipper,skiddo",68.3,2
"garden,pokemon","In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",3,3,Florges,93.0,9793,25,"florges,flower veil,garden",22.0,3
"pokemon,single bloom","When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.",,,Floette,149.0,4585,270,"floette,flower veil,single bloom",2.0,
"pokemon,single bloom","When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.",,,Flabebe,79.0,1253,24,"flabebe,flower veil,single bloom",0.2,
"pokemon,royal","With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.",4,4,Pyroar,127.0,5896,38,"pyroar,rivalry,royal",179.7,4
"lion cub,pokemon",They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,2,2,Litleo,34.0,5074,288,"lion cub,litleo,rivalry",29.8,2
"pokemon,scatterdust","The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.",1,1,Spewpa,155.0,2784,168,"scatterdust,shed skin,spewpa",18.5,1
"pokemon,scatterdust","The powder that covers its body regulates its temperature, so it can live in any region or climate.",1,1,Scatterbug,40.0,5928,50,"scatterbug,scatterdust,shield dust",5.5,1
"pokemon,scorching","When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.",3,3,Talonflame,84.0,6530,205,"flame body,scorching,talonflame",54.0,3
"ember,pokemon","The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.",2,2,Fletchinder,147.0,9413,36,"ember,flame body,fletchinder",35.3,2
"pokemon,tiny robin","Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory.",1,1,Fletchling,43.0,6897,127,"big pecks,fletchling,tiny robin",3.7,1
"digging,pokemon",It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,1,1,Bunnelby,66.0,1862,194,"bunnelby,digging,pickup",11.0,1
"ninja,pokemon","It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.",4,4,Greninja,42.0,1004,213,"greninja,ninja,torrent",88.2,4
"bubble frog,pokemon","Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.",2,2,Frogadier,125.0,4488,58,"bubble frog,frogadier,torrent",24.0,2
"mock kelp,pokemon",It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,1,1,Skrelp,63.0,4439,184,"mock kelp,poison point,skrelp",16.1,1
"collective,pokemon","Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",4,4,Barbaracle,165.0,2186,123,"barbaracle,collective,sniper",211.6,4
"pokemon,water gun","Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",1,1,Clauncher,29.0,3133,152,"clauncher,mega launcher,water gun",18.3,1
"mock kelp,pokemon","Tales are told of ships that wander into seas where Dragalge live, never to return.",5,5,Dragalge,151.0,8707,254,"dragalge,mock kelp,poison point",179.7,5
"pokemon,two-handed","They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",1,1,Binacle,102.0,2430,143,"binacle,sniper,two-handed",68.3,1
"overturning,pokemon","It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",4,4,Malamar,58.0,8034,294,"malamar,overturning,suction cups",103.6,4
"pokemon,revolving","It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.",1,1,Inkay,38.0,5522,167,"inkay,revolving,suction cups",7.7,1
"meringue,pokemon","Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",2,2,Slurpuff,66.0,1013,262,"meringue,slurpuff,sweet veil",11.0,2
"cotton candy,pokemon","Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.",1,1,Swirlix,90.0,1694,129,"cotton candy,sweet veil,swirlix",7.7,1
"fragrance,pokemon","Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.",2,2,Aromatisse,194.0,7781,198,"aromatisse,fragrance,healer",34.2,2
"perfume,pokemon","In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",,,Spritzee,58.0,7207,241,"healer,perfume,spritzee",1.1,
"pokemon,sword","The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.",2,2,Doublade,164.0,3642,144,"doublade,no guard,sword",9.9,2
"pokemon,sword","If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.",2,2,Honedge,101.0,2418,101,"honedge,no guard,sword",4.4,2
"pokemon,restraint","It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.",1,1,Espurr,149.0,6882,169,"espurr,keen eye,restraint",7.7,1
"pokemon,poodle","Historically, in the Kalos region, these Pokémon were the designated guardians of the king.",3,3,Furfrou,165.0,6858,180,"fur coat,furfrou,poodle",61.7,3
"daunting,pokemon","It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.",6,6,Pangoro,76.0,3178,271,"daunting,iron fist,pangoro",299.8,6
"pokemon,tundra",This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.,4,4,Amaura,155.0,3786,187,"amaura,refrigerate,tundra",55.6,4
"despot,pokemon","Nothing could stop this Pokémon 100 million years ago, so it behaved like a king.",8,8,Tyrantrum,26.0,2750,58,"despot,strong jaw,tyrantrum",595.2,8
"pokemon,royal heir",Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.,2,2,Tyrunt,62.0,6058,148,"royal heir,strong jaw,tyrunt",57.3,2
"elder tree,pokemon","Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.",4,4,Trevenant,53.0,3436,167,"elder tree,natural cure,trevenant",156.5,4
"key ring,pokemon","It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.",,,Klefki,179.0,2856,30,"key ring,klefki,prankster",6.6,
"dragon,pokemon",It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.,6,6,Goodra,192.0,1614,185,"dragon,goodra,hydration",331.8,6
"pokemon,soft tissue","Its four horns are a high-performance radar system. It uses them to sense sounds and smells, rather than using ears or a nose.",2,2,Sliggoo,109.0,8675,232,"hydration,sliggoo,soft tissue",38.6,2
"pokemon,soft tissue",It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,1,1,Goomy,110.0,3506,122,"goomy,hydration,soft tissue",6.2,1
"jewel,pokemon",It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.,1,1,Carbink,171.0,1834,290,"carbink,clear body,jewel",12.6,1
"antenna,pokemon","It uses its tail to absorb electricity from power plants or from outlets in houses, and then it fires the electricity from its whiskers.",,,Dedenne,118.0,3410,71,"antenna,dedenne,pickup",4.9,
"pokemon,wrestling","With its wings, it controls its position in the air. It likes to attack from above, a maneuver that is difficult to defend against.",2,2,Hawlucha,44.0,2009,30,"hawlucha,limber,wrestling",47.4,2
"intertwining,pokemon",It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.,3,3,Sylveon,48.0,8161,20,"cute charm,intertwining,sylveon",51.8,3
"pokemon,tundra","Using its diamond-shaped crystals, it can instantly create a wall of ice to block an opponent’s attack.",8,8,Aurorus,189.0,3008,243,"aurorus,refrigerate,tundra",496.0,8
"generator,pokemon","It stimulates its muscles with electricity, boosting the strength in its legs and enabling it to run 100 yards in five seconds.",3,3,Heliolisk,83.0,3157,43,"generator,heliolisk,sand veil",46.3,3
"generator,pokemon",The frills on either side of its head have cells that generate electricity when exposed to sunlight.,1,1,Helioptile,62.0,3461,126,"generator,helioptile,sand veil",13.2,1
"howitzer,pokemon","By expelling water from the nozzle in the back of its claw, it can move at a speed of 60 knots.",4,4,Clawitzer,69.0,1535,65,"clawitzer,howitzer,mega launcher",77.8,4
"iceberg,pokemon",The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.,6,6,Avalugg,71.0,5514,156,"avalugg,iceberg,own tempo",1113.3,6
"ice chunk,pokemon","Using air of -150 degrees Fahrenheit, they freeze opponents solid. They live in herds above the snow line on mountains.",3,3,Bergmite,119.0,7042,248,"bergmite,ice chunk,own tempo",219.4,3
"pokemon,sea lion",This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,1,1,Popplio,158.0,7912,83,"popplio,sea lion,torrent",16.5,1
"heel,pokemon","After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",5,5,Incineroar,36.0,5027,201,"blaze,heel,incineroar",183.0,5
"fire cat,pokemon","It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",2,2,Torracat,184.0,9406,186,"blaze,fire cat,torracat",55.1,2
"fire cat,pokemon",It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,1,1,Litten,132.0,6456,150,"blaze,fire cat,litten",9.5,1
"arrow quill,pokemon","Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.",5,5,Decidueye,106.0,7059,268,"arrow quill,decidueye,overgrow",80.7,5
"blade quill,pokemon",It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,2,2,Dartrix,169.0,4851,169,"blade quill,dartrix,overgrow",35.3,2
"pokemon,steam",It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,5,5,Volcanion,45.0,4693,238,"steam,volcanion,water absorb",429.9,5
"mischief,pokemon","It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.",1,1,Hoopa,189.0,3194,45,"hoopa,magician,mischief",19.8,1
"jewel,pokemon",It can instantly create many diamonds by compressing the carbon in the air between its hands.,2,2,Diancie,27.0,1266,231,"clear body,diancie,jewel",19.4,2
"order,pokemon",It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,16,16,Zygarde,83.0,5609,80,"aura break,order,zygarde",672.4,16
"destruction,pokemon","When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",19,19,Yveltal,59.0,4540,215,"dark aura,destruction,yveltal",447.5,19
"life,pokemon","When the horns on its head shine in seven colors, it is said to be sharing everlasting life.",9,9,Xerneas,30.0,6107,171,"fairy aura,life,xerneas",474.0,9
"pokemon,sound wave",The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.,4,4,Noivern,75.0,1413,159,"frisk,noivern,sound wave",187.4,4
"pokemon,sound wave","Even a robust wrestler will become dizzy and unable to stand when exposed to its 200,000-hertz ultrasonic waves.",1,1,Noibat,126.0,6099,136,"frisk,noibat,sound wave",17.6,1
"pokemon,woodpecker","This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",1,1,Pikipek,51.0,3914,246,"keen eye,pikipek,woodpecker",2.6,1
"pokemon,soloist",Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,5,5,Primarina,143.0,2133,36,"primarina,soloist,torrent",97.0,5
"pokemon,pop star","It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",2,2,Brionne,172.0,9296,174,"brionne,pop star,torrent",38.6,2
"brutal star,pokemon",It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.,1,1,Mareanie,47.0,2097,99,"brutal star,limber,mareanie",17.6,1
"pokemon,puppy",This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,1,1,Rockruff,149.0,9049,296,"keen eye,puppy,rockruff",20.3,1
